symbol,isin,trade_date,exchange,segment,series,trade_type,auction,quantity,price,trade_id,order_id,order_execution_time
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,45.000000,483.549988,607529857,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,5.000000,482.649994,607529873,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,7.000000,483.100006,607529867,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,7.000000,483.149994,607529865,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,7.000000,483.200012,607529864,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,7.000000,483.950012,607529851,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,7.000000,484.100006,607529847,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,8.000000,483.049988,607529869,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,9.000000,482.799988,607529871,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,9.000000,483.350006,607529861,1300000089454083,2026-05-21T15:02:30
SANGAMIND,INE495C01010,2026-05-21,NSE,EQ,EQ,sell,false,10.000000,483.299988,607529862,1300000089454083,2026-05-21T15:02:30
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,1.000000,214.740005,6117408,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,1.000000,214.740005,6117409,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,1.000000,214.740005,6117410,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,1.000000,214.740005,6117411,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,172.000000,214.710007,6117415,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,172.000000,214.720001,6117413,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,20.000000,214.710007,6117416,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,6.000000,214.770004,6117407,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,75.000000,214.729996,6117412,1000000069409838,2026-06-04T14:54:06
BELRISE,INE894V01022,2026-06-04,NSE,EQ,EQ,sell,false,9.000000,214.710007,6117414,1000000069409838,2026-06-04T14:54:06
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,1.000000,177.970001,6118782,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,10.000000,178.000000,6118770,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,10.000000,178.000000,6118772,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,10.000000,178.000000,6118774,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,10.000000,178.000000,6118768,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,1.000000,178.000000,6118766,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,24.000000,177.970001,6118783,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,27.000000,177.970001,6118781,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,4.000000,177.990005,6118779,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,4.000000,178.000000,6118767,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,49.000000,177.990005,6118778,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,50.000000,178.000000,6118776,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,52.000000,178.000000,6118769,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,52.000000,178.000000,6118771,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,52.000000,178.000000,6118773,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,7.000000,178.000000,6118775,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,96.000000,177.979996,6118780,1000000069423642,2026-06-04T14:54:11
CESC,INE486A01021,2026-06-04,NSE,EQ,EQ,sell,false,96.000000,177.990005,6118777,1000000069423642,2026-06-04T14:54:11
AZAD,INE02IJ01035,2026-06-15,NSE,EQ,EQ,sell,false,2.000000,2188.000000,416788,1000000002760901,2026-06-15T09:18:51
AZAD,INE02IJ01035,2026-06-15,NSE,EQ,EQ,sell,false,30.000000,2188.000000,416790,1000000002760901,2026-06-15T09:18:51
AZAD,INE02IJ01035,2026-06-15,NSE,EQ,EQ,sell,false,3.000000,2188.000000,416787,1000000002760901,2026-06-15T09:18:51
AZAD,INE02IJ01035,2026-06-15,NSE,EQ,EQ,sell,false,4.000000,2188.000000,416789,1000000002760901,2026-06-15T09:18:51
AZAD,INE02IJ01035,2026-06-15,NSE,EQ,EQ,sell,false,7.000000,2188.000000,416786,1000000002760901,2026-06-15T09:18:51
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,47.000000,699.299988,588905,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,16.000000,699.099976,588901,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,16.000000,699.299988,588906,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,2.000000,699.349976,588907,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,3.000000,699.299988,588904,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,3.000000,699.349976,588908,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,4.000000,699.349976,588909,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,45.000000,699.150024,588902,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,1.000000,699.349976,588910,1000000004138195,2026-06-15T09:21:25
BANCOINDIA,INE213C01025,2026-06-15,NSE,EQ,EQ,buy,false,7.000000,699.200012,588903,1000000004138195,2026-06-15T09:21:25
BGRENERGY,INE661I01014,2026-06-15,NSE,EQ,BE,buy,false,300.000000,334.000000,2417192,1000000019570986,2026-06-15T10:04:44
INDOTECH,INE332H01014,2026-06-15,NSE,EQ,BE,buy,false,17.000000,2660.000000,203233256,1100000024577485,2026-06-15T10:06:04
INDOTECH,INE332H01014,2026-06-15,NSE,EQ,BE,buy,false,21.000000,2660.000000,203233257,1100000024577485,2026-06-15T10:06:04
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,1.000000,2344.000000,2489625,1000000020190408,2026-06-15T10:07:01
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,1.000000,2344.000000,2489627,1000000020190408,2026-06-15T10:07:01
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,1.000000,2344.399902,2489629,1000000020190408,2026-06-15T10:07:01
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,17.000000,2344.399902,2489630,1000000020190408,2026-06-15T10:07:01
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,2.000000,2344.399902,2489628,1000000020190408,2026-06-15T10:07:01
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,3.000000,2344.399902,2489631,1000000020190408,2026-06-15T10:07:01
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,9.000000,2344.000000,2489626,1000000020190408,2026-06-15T10:07:01
CARTRADE,INE290S01011,2026-06-15,NSE,EQ,EQ,buy,false,9.000000,2344.500000,2489632,1000000020190408,2026-06-15T10:07:01
